iso3;date;EPI_confirmed_cum;EPI_dead_cum;EPI_recovered_cum;ECO_price_open;ECO_price_high;ECO_price_low;ECO_price_close;ECO_diff_market_cap;EMO_Sentiment;EMO_Sentiment_stderr;EMO_VAD_V;EMO_VAD_A;EMO_VAD_D;EMO_VAD_V_stderr;EMO_VAD_A_stderr;EMO_VAD_D_stderr;EMO_Big5_O;EMO_Big5_C;EMO_Big5_E;EMO_Big5_A;EMO_Big5_N;EMO_Big5_O_stderr;EMO_Big5_C_stderr;EMO_Big5_E_stderr;EMO_Big5_A_stderr;EMO_Big5_N_stderr;TWI_num;TWI_num_en;TWI_num_unvhum;TWI_num_unvbot;TWI_num_verbot;TWI_num_verhum;TWI_num_unk;TWI_fol_all;TWI_fol_unvhum;TWI_fol_unvbot;TWI_fol_verbot;TWI_fol_verhum;TWI_fol_unk;FAC_num_reliable;FAC_num_unreliable;FAC_num_unknown;FAC_fol_reliable;FAC_fol_unreliable;FAC_fol_unknown
SMR;2020-02-01;0;0;0;;;;;;0.09921111111111107;0.19793086857427747;5.5375171957671965;5.4710639329805995;4.175836419753087;0.2782094535060252;0.1844582261659828;0.1321923062144056;0.0;0.0;-0.039560000000000005;0.0;0.0854772142857143;0.0;0.0;0.009889999999999998;0.0;0.0022903514373634128;37.0;13.0;20.0;17.0;;;;65630.0;56688.0;8942.0;;;;;1.0;1.0;;269.0;0.0
SMR;2020-02-02;0;0;0;;;;;;0.3222636363636364;0.1769860062638375;5.525623280423281;5.354104761904762;4.291483597883596;0.323892607153016;0.18289829372353572;0.15942815870032534;0.0;0.0;-0.01173394047619047;0.0009541904761904763;0.05604533333333333;0.0;0.0;0.016481454415264205;0.0009541904761904763;0.019674576914810282;50.0;15.0;23.0;27.0;;;;48239.0;13026.0;35213.0;;;;1.0;3.0;1.0;270.0;2808.0;116.0
SMR;2020-02-03;0;0;0;;;;;;0.2378333333333333;0.4619281341411358;5.341304894179895;5.3537420634920645;4.046721560846561;0.3229343702840028;0.18028234872388574;0.08973211294594508;0.008541799999999999;0.0;-0.047472;0.0;0.06055845;0.008541799999999999;0.0;0.011867999999999998;0.0;0.01602078022959556;27.0;7.0;13.0;14.0;;;;28479.0;20034.0;8445.0;;;;2.0;;;476.0;;
SMR;2020-02-04;0;0;0;;;;;;0.020483333333333333;0.1489540247522671;5.2789745069745075;5.168492364117364;4.175154982363316;0.14627609229398314;0.09723990943777427;0.11427733490385965;0.0;0.0;-0.024391633333333333;0.0;0.060921380555555564;0.0;0.0;0.008707360352261839;0.0;0.010330434353616736;30.0;19.0;10.0;20.0;;;;24041.0;9219.0;14822.0;;;;2.0;;1.0;507.0;;330.0
SMR;2020-02-05;0;0;0;;;;;;0.26402000000000003;0.15527136374747275;5.37990476190476;5.305952380952381;4.324071428571429;0.2577256469005265;0.1081956739194099;0.09081787298996692;0.0;0.0;-0.014835;0.0;0.094837625;0.0;0.0;0.014835;0.0;0.004846058489263801;23.0;5.0;11.0;12.0;;;;13586.0;6310.0;7276.0;;;;1.0;1.0;;330.0;357.0;
SMR;2020-02-06;0;0;0;;;;;;-0.3378142857142857;0.2190195995019313;5.155559964726631;5.360617283950617;4.199343033509701;0.16407283311616788;0.16965372863861436;0.1496399321523628;-0.0081402;-0.009825799999999999;-0.015220866666666666;0.0;0.08441225;0.008140199999999998;0.009825799999999999;0.011497618365750554;0.0;0.011573040011163877;30.0;10.0;8.0;22.0;;;;33463.0;17495.0;15968.0;;;;1.0;2.0;1.0;238.0;126.0;238.0
SMR;2020-02-07;0;0;0;;;;;;-0.4659833333333334;0.1286349652224378;5.549712628641201;5.369381650095936;4.172820948892379;0.4055830695263166;0.1599972660303664;0.14514778120100244;-0.012953111111111113;-0.009539722222222222;-0.04945;-0.009092;0.0861474242063492;0.012953111111111115;0.009539722222222224;0.009890000000000001;0.009092;0.004798772778801898;33.0;8.0;16.0;17.0;;;;18488.0;6750.0;11738.0;;;;1.0;;;238.0;;
SMR;2020-02-08;0;0;0;;;;;;-0.2184;0.22407096372737428;5.032336940836942;5.015589105339107;4.1251646825396815;0.2529865929412185;0.16052664818015805;0.13715817516945367;0.0;0.0;-0.036303476190476185;0.0;0.07830754285714288;0.0;0.0;0.0110630106419931;0.0;0.00966195336485268;23.0;11.0;3.0;20.0;;;;13624.0;808.0;12816.0;;;;2.0;1.0;;4796.0;238.0;
SMR;2020-02-09;0;0;0;;;;;;-0.10067142857142856;0.15299276938140965;5.218692881192881;5.317405002405002;3.9651707551707553;0.26224775248576393;0.1834798542296701;0.15404913862749706;0.0;-0.010523800000000002;-0.034312800000000004;-0.010672;0.08561460000000001;0.0;0.010523800000000002;0.014057644604982723;0.010672;0.013368137500601942;19.0;11.0;7.0;12.0;;;;5715.0;2920.0;2795.0;;;;3.0;;;775.0;;
SMR;2020-02-10;0;0;0;;;;;;0.30405000000000004;0.3450256186140386;5.517666666666668;5.523666666666666;4.141499999999999;0.5473561708593206;0.33615984954251243;0.13023813658918112;0.0;0.0;-0.039560000000000005;0.0;0.08912616666666667;0.0;0.0;0.019780000000000002;0.0;0.005656166666666667;24.0;9.0;4.0;20.0;;;;12099.0;4533.0;7566.0;;;;3.0;;1.0;714.0;;1590.0
SMR;2020-02-11;0;0;0;;;;;;-0.3284;0.5307;5.416031746031746;5.282857142857143;4.491984126984128;0.2317460317460325;0.0028571428571426694;0.5908730158730163;0.0;0.0;-0.05934;0.0;0.08347;;;;;;19.0;3.0;6.0;13.0;;;;22689.0;12715.0;9974.0;;;;;;1.0;;;330.0
SMR;2020-02-12;0;0;0;;;;;;0.0387;;;;;;;;;;;;;;;;;;16.0;1.0;6.0;10.0;;;;39897.0;23977.0;15920.0;;;;;;;;;
SMR;2020-02-13;0;0;0;;;;;;-0.03000909090909092;0.1309938127994431;5.266430555555557;5.320694444444445;4.423652777777779;0.16473037291794226;0.1723716389734651;0.11448123674173458;0.0;0.0;-0.029669999999999995;0.0;0.08976519523809526;0.0;0.0;0.009889999999999998;0.0;0.006904788635146946;21.0;12.0;10.0;11.0;;;;11018.0;3199.0;7819.0;;;;2.0;;;568.0;;
SMR;2020-02-14;0;0;0;;;;;;-0.024366666666666658;0.25855987142461057;5.236663095238095;5.293041666666666;4.351342857142858;0.28661646892802745;0.2603642413897199;0.1189226176115874;0.0;0.0;-0.039560000000000005;0.0;0.08318194444444445;0.0;0.0;0.019780000000000002;0.0;0.0026230585313030976;19.0;6.0;12.0;7.0;;;;13764.0;5000.0;8764.0;;;;2.0;;1.0;398.0;;1299.0
SMR;2020-02-15;0;0;0;;;;;;0.16361428571428574;0.2129266914183549;5.324869047619047;5.195438988095238;4.21689484126984;0.23754700155515696;0.08401874568599277;0.1300003172116117;0.0;0.0;-0.039560000000000005;0.0;0.08150683333333332;0.0;0.0;0.019780000000000002;0.0;0.001963166666666668;51.0;9.0;25.0;26.0;;;;38750.0;15717.0;23033.0;;;;3.0;;1.0;2812.0;;330.0
SMR;2020-02-16;0;0;0;;;;;;0.31757500000000005;0.239825;5.84325;5.52823611111111;4.300916666666667;0.24174957868897376;0.1897668042828254;0.18912642131849464;0.0;0.0;-0.05934;0.0;0.08347;0.0;0.0;0.0;0.0;0.0;42.0;9.0;26.0;16.0;;;;29058.0;16667.0;12391.0;;;;7.0;;;6149.0;;
SMR;2020-02-17;0;0;0;;;;;;-0.13172499999999998;0.3170438333916411;4.990238095238095;5.244920634920635;4.473216931216931;0.4273790599949262;0.3619618515260852;0.19664526689481626;-0.015499200000000001;-0.014535900000000001;-0.021112400000000003;-0.006546066666666667;0.06943425;0.0154992;0.014535900000000001;0.013942984353609524;0.006546066666666666;0.014120426988055282;48.0;8.0;22.0;26.0;;;;46817.0;23890.0;22927.0;;;;2.0;;4.0;816.0;;1259.0
SMR;2020-02-18;0;0;0;;;;;;0.109825;0.1955416723488884;4.949109848484849;4.993977272727274;4.5170928030303035;0.3132303134091696;0.3201224974838802;0.17474415396437645;0.0;0.0;0.0;0.0;0.08100249999999999;;;;;;43.0;5.0;16.0;27.0;;;;25561.0;5847.0;19714.0;;;;2.0;;3.0;599.0;;929.0
SMR;2020-02-19;0;0;0;;;;;;0.02544999999999998;0.23602905314509784;5.5912589285714285;5.517526785714287;4.0386250000000015;0.2336646837596513;0.13499491148728518;0.12262371185237715;0.0;0.0;0.001938642857142859;0.009504285714285712;0.0690710918367347;0.0;0.0;0.013966090795342176;0.0061349900481709385;0.019790677304841287;76.0;12.0;30.0;46.0;;;;61035.0;10381.0;50654.0;;;;6.0;;5.0;8723.0;;3112.0
SMR;2020-02-20;0;0;0;;;;;;-0.21121250000000005;0.1862619089553164;5.272884199134199;5.354802489177491;4.583837662337662;0.15334956526647314;0.230640548011724;0.07571100464031934;0.0;0.0;-0.047472;0.0;0.08566515;0.0;0.0;0.011867999999999998;0.0;0.0016446375390948619;60.0;11.0;22.0;38.0;;;;39287.0;9637.0;29650.0;;;;5.0;;;1599.0;;
SMR;2020-02-21;0;0;0;;;;;;-0.14440000000000006;0.187290464506974;5.2861666666666665;5.125166666666667;4.001500000000001;0.32046304172417633;0.32073513648769114;0.07249908045393849;0.0;0.0;-0.012271708333333329;0.0;0.0805085;0.0;0.0;0.013820728968616613;0.0;0.014409623880414087;94.0;13.0;38.0;56.0;;;;55046.0;18391.0;36655.0;;;;3.0;;3.0;1632.0;;929.0
SMR;2020-02-22;0;0;0;;;;;;-0.1333;0.14459361772123375;4.826812499999999;5.556187499999999;4.102625;0.3605578259732213;0.4172846743435039;0.11224541630794037;0.0;0.0;0.0;0.0;0.08100249999999999;;;;;;109.0;10.0;54.0;55.0;;;;89774.0;62080.0;27694.0;;;;17.0;1.0;;10314.0;330.0;
SMR;2020-02-23;0;0;0;;;;;;-0.18288695652173914;0.1044575996785616;5.4543880586080595;5.4645791208791215;4.158238498168498;0.19154133905970386;0.13024213247009145;0.09830162610401734;0.0;0.0;-0.019988666666666658;0.0;0.05281150972222223;0.0;0.0;0.008525285738864881;0.0;0.017855478497953433;152.0;29.0;86.0;66.0;;;;149774.0;87353.0;62421.0;;;;14.0;2.0;9.0;11354.0;1629.0;6412.0
SMR;2020-02-24;0;0;0;;;;;;-0.3409785714285714;0.13476346318136168;5.752257618198795;5.578989262371615;4.363043884220355;0.2215807226994392;0.1692171037466946;0.15281243989716595;0.0;0.0;-0.012573249999999998;0.008316249999999999;0.04693966666666666;0.0;0.0;0.01989876746609304;0.005444263589025214;0.02377316535266014;146.0;24.0;85.0;61.0;;;;145935.0;118865.0;27070.0;;;;16.0;2.0;11.0;19473.0;334.0;21119.0
SMR;2020-02-25;0;0;0;;;;;;0.0002079999999999993;0.11338508954296707;5.668242610837437;5.5295960591133;4.154327586206897;0.13400790134224244;0.08500132369226744;0.096178123376916;-0.007645136363636363;-0.006118590909090908;-0.011490666666666666;-0.00031453030303030293;0.06258255681818183;0.007645136363636363;0.00611859090909091;0.01130934521704877;0.004323196187097041;0.012311555924527724;223.0;40.0;162.0;61.0;;;;137012.0;101273.0;35739.0;;;;11.0;9.0;9.0;4050.0;5006.0;4884.0
SMR;2020-02-26;0;0;0;;;;;;-0.00661904761904761;0.11718187809251045;5.715401558441559;5.666050346320348;4.371052092352094;0.15131907468832945;0.0820840688024199;0.05628363292995533;0.0;0.0;-0.02669176923076923;0.0025588461538461533;0.06209773333333333;0.0;0.0;0.011340751876757444;0.0025588461538461533;0.010645053067086095;214.0;30.0;129.0;85.0;;;;289888.0;211919.0;77969.0;;;;5.0;3.0;7.0;2941.0;17795.0;9532.0
SMR;2020-02-27;1;0;0;;;;;;0.16025000000000006;0.13562673311443474;5.64254335016835;5.442631313131311;4.262859427609427;0.16503996376390034;0.12828212122333107;0.1275319630112664;0.0;0.0;-0.05934;0.0;0.09297204444444444;0.0;0.0;0.0;0.0;0.004809558584709524;139.0;24.0;70.0;69.0;;;;122530.0;62067.0;60463.0;;;;7.0;3.0;;6334.0;2649.0;
SMR;2020-02-28;1;0;0;;;;;;0.5644940298507459;0.06089265762399335;5.7979761319761325;5.537762226512232;4.4575090138840165;0.08609992165273424;0.04648231321998072;0.03049329317494197;0.0;0.0;-0.03911590079365079;0.0;0.08213108248299321;0.0;0.0;0.007246748902954141;0.0;0.00414121057186734;163.0;81.0;108.0;55.0;;;;177502.0;125679.0;51823.0;;;;1.0;12.0;2.0;330.0;27163.0;1412.0
SMR;2020-02-29;1;0;0;;;;;;-0.05038333333333335;0.14188358277859886;5.391378342245988;5.366674688057042;4.196066844919786;0.2358996095216352;0.14846821797054496;0.11297780170624695;0.0;0.0;-0.024348041666666664;0.0;0.08059738333333333;0.0;0.0;0.010438709389384387;0.0;0.0049923474397170296;92.0;23.0;51.0;41.0;;;;146566.0;109822.0;36744.0;;;;4.0;2.0;5.0;1117.0;629.0;3516.0
SMR;2020-03-01;1;0;0;;;;;;0.0291;0.10470939426038532;5.3242164085914085;5.3274891011766;4.4300489337051845;0.1818017039199995;0.13624785136872694;0.0894659900865353;0.0;0.0;-0.02547667222222222;0.002772083333333333;0.06244583472222224;0.0;0.0;0.009385200689488943;0.002772083333333333;0.010170450052865009;109.0;29.0;55.0;54.0;;;;93292.0;37081.0;56211.0;;;;1.0;;1.0;156.0;;630.0
SMR;2020-03-02;8;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
