datetime,info_tweets,info_fact_reliable,info_fact_unreliable,info_fact_unknown,info_exposure_fact_reliable,info_exposure_fact_unreliable,info_exposure_fact_unknown,info_risk_index,info_bot_verified,info_bot_unverified,info_human_verified,info_human_unverified,info_sentiment,info_vad_A,info_vad_D,info_vad_V,info_big_5_A,info_big_5_C,info_big_5_E,info_big_5_N,info_big_5_O,info_fact_science,info_fact_msm,info_fact_satire,info_fact_clickbait,info_fact_political,info_fact_fake,info_fact_conspiracy,info_fact_shadow,info_fact_other,epi_confirmed,epi_recovered,epi_dead,eco_close_pct
2020-03-16,27427,393,196,1238,7827864,314691,85737888,0.03865,203,11076,111,16033,0.11385,5.44003,4.24191,5.53541,-0.04662,-0.05985,-0.04007,0.06965,-0.07585,6,387,0,4,178,11,0,490,68,142,2,12,
2020-03-17,23728,391,176,1552,4567744,673995,63133540,0.12858,218,9659,82,13769,0.01078,5.50099,4.24404,5.59892,-0.05335,-0.07058,-0.04794,0.08209,-0.09786,5,386,2,0,159,13,0,762,98,187,5,12,
2020-03-18,23674,383,137,2072,10204181,318546,78558433,0.03027,236,9727,51,13658,0.10701,5.4737,4.23214,5.57592,-0.03066,-0.04343,-0.02349,0.05593,-0.03584,8,375,0,5,118,11,0,1251,82,202,5,19,
2020-03-19,21290,325,132,1583,7694836,204541,33354585,0.02589,223,8887,40,12136,0.05521,5.39117,4.25697,5.42383,-0.04314,-0.05095,-0.04076,0.07205,-0.0614,6,319,0,11,108,9,0,906,68,217,8,17,
2020-03-20,18571,353,423,1273,789103,3687147,41585340,0.82371,177,7640,110,10643,0.11677,5.3935,4.25848,5.46567,-0.01049,-0.04564,-0.00538,0.04066,-0.04005,16,337,2,8,403,10,0,659,69,230,8,18,
2020-03-21,23203,400,214,1331,8242350,409959,24560517,0.04738,171,9589,66,13373,0.02459,5.42892,4.18485,5.56359,-0.00177,-0.02585,0.01364,0.02132,-0.03248,14,386,2,15,182,13,0,631,101,307,13,19,
2020-03-22,33197,335,455,1682,2030373,860251,86001028,0.2976,231,13527,68,19370,-0.03055,5.34581,4.21591,5.38741,-0.03879,-0.0475,-0.04295,0.05391,-0.03927,19,316,0,1,413,29,0,714,110,380,17,25,
2020-03-23,25822,329,606,1613,8986324,1577533,61490290,0.14933,263,10565,67,14924,-0.01778,5.37245,4.27442,5.48667,-0.051,-0.05629,-0.03247,0.0649,-0.06948,8,321,0,6,554,18,0,686,215,462,17,33,
2020-03-24,23137,382,192,1930,2813833,571206,61175723,0.16874,234,9463,88,13349,-0.00733,5.42792,4.25561,5.50328,-0.0364,-0.04887,-0.03341,0.06343,-0.05849,12,370,0,2,168,20,0,946,104,552,20,35,
2020-03-25,23657,485,316,1735,5908772,863795,59177552,0.12754,277,9598,79,13700,0.1088,5.41647,4.29248,5.5431,-0.04202,-0.05219,-0.02773,0.06049,-0.04951,10,475,2,18,174,119,0,830,87,636,26,38,
2020-03-26,26924,552,244,2517,5311377,483082,147604810,0.08337,310,11015,67,15528,0.08327,5.45389,4.27645,5.58316,-0.01969,-0.04158,-0.0028,0.0536,-0.0403,8,544,0,8,193,40,0,1577,84,707,28,45,
2020-03-27,25060,518,342,1865,12052751,889985,40493839,0.06876,312,10038,73,14636,0.09118,5.51324,4.19001,5.59045,-0.00762,-0.02829,0.00179,0.0259,-0.01869,10,508,0,15,305,19,0,957,97,803,31,54,
2020-03-28,22443,644,211,1720,18769690,1343317,36057731,0.06679,256,9012,37,13136,0.03383,5.45993,4.2177,5.62565,-0.01981,-0.02926,-0.01297,0.04612,-0.03054,6,638,1,10,179,17,0,951,83,1075,35,68,
2020-03-29,22755,445,208,1777,7138456,970933,84666273,0.11973,227,9114,80,13329,0.10877,5.4366,4.26334,5.57487,-0.01847,-0.03213,-0.01687,0.05054,-0.02235,11,434,0,19,161,24,0,816,97,1418,42,71,
2020-03-30,21854,830,159,2004,3978580,393909,122308662,0.09009,318,8745,57,12732,0.10416,5.45211,4.21532,5.55029,-0.03333,-0.04516,-0.02733,0.04751,-0.04982,7,823,2,6,123,25,0,1015,107,1546,42,78,
2020-03-31,24925,453,201,1742,1483728,280501,122617523,0.15899,337,10216,56,14314,0.05472,5.46458,4.37979,5.60452,-0.01749,-0.04182,-0.01007,0.03548,-0.02706,6,447,0,20,158,20,0,760,78,2084,49,88,
2020-04-01,35945,381,350,2575,7466127,669091,112977589,0.08225,264,14571,115,20989,-0.0442,5.25816,4.32679,5.20501,-0.01213,-0.01639,-0.01996,0.04189,-0.01631,10,371,1,49,255,44,0,1681,77,2311,50,96,
2020-04-02,34202,467,201,2185,15424641,555143,87741633,0.03474,327,13824,84,19964,-0.06003,5.22887,4.23958,5.20683,-0.02424,-0.0242,-0.03137,0.03974,-0.02764,5,462,0,7,172,17,0,1253,62,2633,51,107,
2020-04-03,22083,639,205,2881,1492702,564532,81813458,0.27441,289,8874,87,12829,0.08946,5.37322,4.25927,5.43491,-0.03614,-0.04591,-0.0358,0.06647,-0.04824,11,628,1,30,146,21,0,1943,101,3018,52,136,
2020-04-04,17877,619,200,1791,60490290,574207,40621868,0.0094,231,7001,78,10565,0.06213,5.41895,4.30691,5.48743,-0.01197,-0.02416,-0.02343,0.0536,-0.02287,19,600,0,29,131,34,0,944,92,3094,57,144,
2020-04-05,15683,474,219,1586,8003507,738831,130907561,0.08451,277,6142,78,9182,0.06081,5.46693,4.27692,5.51735,0.00579,-0.04463,0.03772,-0.01399,-0.00905,15,459,0,11,185,16,0,767,111,3246,64,152,
2020-04-06,17439,485,512,1801,2307937,831852,134630969,0.26494,339,6787,57,10254,0.06046,5.38317,4.24263,5.432,-0.01151,-0.01015,-0.0191,0.04035,-0.01221,12,473,0,105,376,27,0,772,136,3660,73,163,
2020-04-07,19817,436,179,3114,10927755,526589,120520651,0.04597,350,8018,149,11293,0.07875,5.38499,4.23974,5.40481,0.00411,-0.03456,0.01384,0.00037,-0.0144,8,428,1,7,146,19,0,2207,89,3764,84,177,
2020-04-08,17186,514,162,1957,16797888,710040,102816686,0.04056,365,7000,120,9698,0.08287,5.42978,4.23553,5.55723,-0.02557,-0.05157,-0.00598,0.04738,-0.04562,5,509,1,8,132,18,0,824,101,3870,96,182,
2020-04-09,16447,511,166,1632,16874971,345527,95172097,0.02006,330,6574,59,9483,0.09283,5.46378,4.29366,5.53883,0.00055,-0.02713,0.0138,0.02733,-0.02526,9,502,0,5,135,19,0,606,79,4076,124,203,
2020-04-10,13590,440,246,1498,8152931,900367,83191957,0.09945,245,5353,57,7929,0.0527,5.36996,4.29695,5.42561,-0.03315,-0.02296,-0.02818,0.05813,-0.02976,4,436,0,3,210,27,0,626,67,4195,140,221,
2020-04-11,14444,421,229,1421,23547139,724453,99419975,0.02985,302,5942,67,8132,0.05725,5.44246,4.23914,5.53215,-0.00537,-0.03469,0.01685,0.00215,-0.03721,11,410,0,4,171,52,0,601,128,4428,157,247,
2020-04-12,15329,536,219,1563,4965016,452118,135417374,0.08346,288,6156,64,8820,0.04845,5.42399,4.28141,5.5563,0.00209,-0.02219,-0.00297,0.01275,-0.02825,10,526,0,19,162,25,0,568,105,4648,197,297,
2020-04-13,16981,570,188,2362,12236743,680693,159079430,0.0527,471,6859,89,9559,0.06204,5.44994,4.25026,5.5615,-0.00262,-0.04461,0.02069,0.00435,-0.05472,11,559,0,4,163,19,0,1336,142,4932,242,315,
2020-04-14,17285,463,167,1894,10716988,722080,151634635,0.06312,446,7095,83,9657,0.04753,5.45733,4.21001,5.53757,-0.01577,-0.05365,-0.0003,0.03403,-0.05444,9,454,0,3,137,21,0,934,130,5223,295,335,
2020-04-15,15131,464,179,1594,16375521,1583493,150071542,0.08817,405,6229,102,8390,0.07029,5.45492,4.27635,5.52359,-0.03148,-0.04026,-0.02974,0.05539,-0.04469,6,458,1,1,140,32,0,587,129,5453,353,349,
2020-04-16,18093,521,174,1595,10090514,693894,128576524,0.06434,468,7130,131,10357,0.03735,5.4201,4.26787,5.39936,-0.01257,-0.03963,-0.01861,0.04661,-0.03228,8,513,0,0,149,21,0,625,117,5660,435,362,
2020-04-17,16976,508,200,1671,21068500,434785,178564150,0.02022,480,6751,87,9656,0.06268,5.43311,4.23815,5.51131,-0.03403,-0.03497,-0.0351,0.05829,-0.04059,8,500,1,1,171,18,0,634,88,5878,487,387,
2020-04-18,15647,505,181,1733,43669217,654495,116246397,0.01477,282,6367,78,8917,0.11454,5.51201,4.23575,5.59656,-0.00838,-0.03471,0.01106,0.03654,-0.01301,13,492,0,5,141,27,0,909,129,6087,516,397,
2020-04-19,14595,377,213,1457,8835300,663737,116262749,0.06987,257,5955,70,8310,0.10245,5.52094,4.24143,5.59425,-0.00472,-0.02527,0.00119,0.02609,-0.02482,20,357,0,42,121,47,0,649,121,6259,572,409,
2020-04-20,14566,441,207,1901,16273097,430284,106430794,0.02576,423,5910,72,8160,0.05881,5.42355,4.26523,5.4679,-0.02706,-0.05122,-0.01897,0.04977,-0.04941,9,432,0,9,109,86,0,1066,100,6459,613,428,
2020-04-21,15767,438,303,1718,29966010,830584,194092781,0.02697,541,6390,125,8706,0.07637,5.48706,4.29749,5.58155,-0.03254,-0.03934,-0.02945,0.0655,-0.0382,7,431,0,9,182,105,0,765,111,6599,654,437,
2020-04-22,16406,439,279,1455,22280717,1129037,174540296,0.04823,378,6888,129,9009,0.03223,5.45526,4.308,5.55108,-0.04786,-0.05859,-0.04987,0.07485,-0.06309,8,431,0,11,234,32,0,520,99,6710,693,446,
2020-04-23,16163,377,209,1561,1687207,535926,165549800,0.24107,470,6812,117,8758,0.05082,5.4309,4.30049,5.53508,-0.03763,-0.04396,-0.03974,0.06513,-0.04349,26,351,0,5,176,23,0,596,112,6981,722,462,
2020-04-24,15083,529,157,1525,9360979,573243,114040417,0.0577,365,6295,55,8368,0.05915,5.43137,4.29716,5.5121,-0.02528,-0.03765,-0.02295,0.05237,-0.0393,11,518,1,0,132,22,0,552,87,7192,762,477,
2020-04-25,13682,531,153,1500,60279516,629802,136943376,0.01034,353,5662,70,7591,0.04789,5.44612,4.28891,5.55908,0.00697,-0.00871,0.01551,0.01094,-0.00709,5,526,0,2,129,16,0,496,118,7294,792,494,
2020-04-26,13785,497,134,1451,3487693,220068,128060473,0.05935,354,5510,45,7876,0.04526,5.48511,4.2621,5.57357,0.01865,0.02455,0.04514,-0.01809,0.02229,16,481,0,20,98,11,0,518,112,7579,862,501,
2020-04-27,15104,385,192,1554,8009965,853947,192297529,0.09634,445,6122,77,8454,0.04642,5.43971,4.3007,5.55625,-0.00543,-0.00952,0.00752,0.02315,-0.01057,8,377,0,13,154,19,0,528,132,7777,932,511,
2020-04-28,13177,434,175,1501,5150438,606833,188209851,0.1054,425,5458,86,7203,0.058,5.40724,4.24796,5.49268,-0.01106,-0.01767,-0.0163,0.04542,-0.01041,8,426,0,40,120,13,0,567,115,7958,975,530,
2020-04-29,12390,370,152,1332,9313737,420779,192130240,0.04323,400,5013,83,6890,0.10476,5.43986,4.23718,5.56455,-0.01796,-0.0243,-0.02156,0.04858,-0.02657,11,359,0,14,116,18,0,506,111,8212,1023,558,
