country;iso3;date;EPI_confirmed_cum;EPI_dead_cum;EPI_recovered_cum
Australia;AUS;2020-01-22;0;0;0
Australia;AUS;2020-01-23;0;0;0
Australia;AUS;2020-01-24;0;0;0
Australia;AUS;2020-01-25;0;0;0
Australia;AUS;2020-01-26;4;0;0
Australia;AUS;2020-01-27;5;0;0
Australia;AUS;2020-01-28;5;0;0
Australia;AUS;2020-01-29;6;0;0
Australia;AUS;2020-01-30;9;0;2
Australia;AUS;2020-01-31;9;0;2
Australia;AUS;2020-02-01;12;0;2
Australia;AUS;2020-02-02;12;0;2
Australia;AUS;2020-02-03;12;0;2
Australia;AUS;2020-02-04;13;0;2
Australia;AUS;2020-02-05;13;0;2
Australia;AUS;2020-02-06;14;0;2
Australia;AUS;2020-02-07;15;0;2
Australia;AUS;2020-02-08;15;0;2
Australia;AUS;2020-02-09;15;0;2
Australia;AUS;2020-02-10;15;0;2
Australia;AUS;2020-02-11;15;0;2
Australia;AUS;2020-02-12;15;0;2
Australia;AUS;2020-02-13;15;0;8
Australia;AUS;2020-02-14;15;0;8
Australia;AUS;2020-02-15;15;0;8
Australia;AUS;2020-02-16;15;0;8
Australia;AUS;2020-02-17;15;0;10
Australia;AUS;2020-02-18;15;0;10
Australia;AUS;2020-02-19;15;0;10
Australia;AUS;2020-02-20;15;0;10
Australia;AUS;2020-02-21;19;0;11
Australia;AUS;2020-02-22;22;0;11
Australia;AUS;2020-02-23;22;0;11
Australia;AUS;2020-02-24;22;0;11
Australia;AUS;2020-02-25;22;0;11
Australia;AUS;2020-02-26;22;0;11
Australia;AUS;2020-02-27;23;0;11
