country,iso3,date,EPI_confirmed_cum,EPI_dead_cum,EPI_recovered_cum
Viet Nam,VNM,2020-01-22,0,0,0
Viet Nam,VNM,2020-01-23,2,0,0
Viet Nam,VNM,2020-01-24,2,0,0
Viet Nam,VNM,2020-01-25,2,0,0
Viet Nam,VNM,2020-01-26,2,0,0
Viet Nam,VNM,2020-01-27,2,0,0
Viet Nam,VNM,2020-01-28,2,0,0
Viet Nam,VNM,2020-01-29,2,0,0
Viet Nam,VNM,2020-01-30,2,0,0
Viet Nam,VNM,2020-01-31,2,0,0
Viet Nam,VNM,2020-02-01,6,0,1
Viet Nam,VNM,2020-02-02,6,0,1
Viet Nam,VNM,2020-02-03,8,0,1
Viet Nam,VNM,2020-02-04,8,0,1
Viet Nam,VNM,2020-02-05,8,0,1
Viet Nam,VNM,2020-02-06,10,0,1
Viet Nam,VNM,2020-02-07,10,0,1
Viet Nam,VNM,2020-02-08,13,0,1
Viet Nam,VNM,2020-02-09,13,0,1
Viet Nam,VNM,2020-02-10,14,0,1
Viet Nam,VNM,2020-02-11,15,0,6
Viet Nam,VNM,2020-02-12,15,0,6
Viet Nam,VNM,2020-02-13,16,0,7
Viet Nam,VNM,2020-02-14,16,0,7
Viet Nam,VNM,2020-02-15,16,0,7
Viet Nam,VNM,2020-02-16,16,0,7
Viet Nam,VNM,2020-02-17,16,0,7
Viet Nam,VNM,2020-02-18,16,0,7
Viet Nam,VNM,2020-02-19,16,0,7
Viet Nam,VNM,2020-02-20,16,0,7
Viet Nam,VNM,2020-02-21,16,0,14
Viet Nam,VNM,2020-02-22,16,0,14
Viet Nam,VNM,2020-02-23,16,0,14
Viet Nam,VNM,2020-02-24,16,0,14
Viet Nam,VNM,2020-02-25,16,0,16
Viet Nam,VNM,2020-02-26,16,0,16
Viet Nam,VNM,2020-02-27,16,0,16
